order_resolution,BPFI_h1_w0.06,BPFI_h1_w0.12,BPFI_h1_w0.25,BPFI_h1_w0.5,BPFI_h1_offset,BPFI_h2_w0.06,BPFI_h2_w0.12,BPFI_h2_w0.25,BPFI_h2_w0.5,BPFI_h2_offset,BPFO_h1_w0.06,BPFO_h1_w0.12,BPFO_h1_w0.25,BPFO_h1_w0.5,BPFO_h1_offset,BPFO_h2_w0.06,BPFO_h2_w0.12,BPFO_h2_w0.25,BPFO_h2_w0.5,BPFO_h2_offset,BSF_h1_w0.06,BSF_h1_w0.12,BSF_h1_w0.25,BSF_h1_w0.5,BSF_h1_offset,BSF_h2_w0.06,BSF_h2_w0.12,BSF_h2_w0.25,BSF_h2_w0.5,BSF_h2_offset,file,fault,condition,healthy,family,n_windows
0.03125,0.028566956591255688,0.031494308552072914,0.05636865006446131,0.07851561657438796,0.024375000000000036,0.01084313314790462,0.011816664317322756,0.019049942821229904,0.03104119734059809,0.04875000000000007,0.007418816503713981,0.010154384764606141,0.020983401023604083,0.05164416189282056,0.38187499999999996,0.007645338338138354,0.010213879695068147,0.024525077179157487,0.04322768737517717,0.109375,0.0074251667915310555,0.012860055056260254,0.024716338524891694,0.08901654333305417,0.40625,0.00349325464714007,0.02697683307783045,0.032217880414381894,0.061597422481108666,0.09849999999999959,bearing_ball_H_speed_circulation_20Nm_1000rpm_250707143259,bearing_ball_h,speed_circulation_20Nm_1000rpm,False,BSF,2
0.017779839208410635,0.008547891944340101,0.009953612957828612,0.01435659126818086,0.022939052968027347,0.16809214594928878,0.0008904767161072023,0.001102611058365156,0.002785128039382241,0.00524533743047082,0.21660482374768097,0.006486567817577015,0.009283788214613193,0.02183180200644149,0.03760139461228937,0.25475881261595545,0.0021748447731301276,0.0028628102094447726,0.005850954402989656,0.012462595592711562,0.21969696969697017,0.008883923379032689,0.01782261476017698,0.02745702394417597,0.07946783252135045,0.3570000000000003,0.0012624456656886796,0.003804993434861503,0.009927091356118554,0.020346178935179038,0.12216326530612331,bearing_ball_H_speed_circulation_20Nm_2000rpm_250707143705,bearing_ball_h,speed_circulation_20Nm_2000rpm,False,BSF,4
0.011074601436047219,0.0010815680647682934,0.0016434148825937808,0.004251854495311943,0.009136230776085663,0.4511445783132526,0.003220778688654234,0.00636510592333744,0.018129073936725037,0.032332310250286794,0.0806121455519051,0.006543532002276163,0.00909420080225101,0.014777656875548877,0.030033806683798823,0.15571376414749905,0.0043283062206742155,0.005638446455924817,0.011825245700249227,0.01714869476114674,0.05287817938420325,0.00519045931518522,0.007159706677977643,0.015255917328370224,0.03525337911999489,0.3570000000000002,0.0011848184339355494,0.003148535442673604,0.006671268747476004,0.013767501616227246,0.2597054886211514,bearing_ball_H_speed_circulation_20Nm_3000rpm_250707144104,bearing_ball_h,speed_circulation_20Nm_3000rpm,False,BSF,4
0.03125,0.014902054300244359,0.018682987270750614,0.03673115734066766,0.06491624897764406,0.27249999999999996,0.006186759361369807,0.007378387003753446,0.011776618428150545,0.022308484376440924,0.21875,0.007942751386783877,0.010192322915468103,0.026937843673025264,0.05605725977680931,0.09375,0.005043622730295954,0.008809160934245407,0.028626210309762784,0.04645312366412964,0.203125,0.01566818252096128,0.019662322330709206,0.02989851127034815,0.07740053134333214,0.40625,0.0015074503796446382,0.015503264541686657,0.0312038823921089,0.0596156914055002,0.109375,bearing_ball_H_speed_circulation_40Nm_1000rpm_250707143453,bearing_ball_h,speed_circulation_40Nm_1000rpm,False,BSF,2
0.018108974358974357,0.016552398143053225,0.021336646135238148,0.0350300627053847,0.05129727970689521,0.024775641025641004,0.0012506859926718454,0.0021298988843318446,0.005143145256351858,0.008860597345799434,0.21615384615384592,0.00923896870635171,0.013840880131993222,0.027662831215005,0.04389670838189891,0.10374999999999979,0.003201523412445807,0.005828010621553099,0.01156503542005579,0.029839893922488682,0.37833333333333385,0.012328916704611401,0.020078369142608847,0.03272910156355401,0.07139436112728484,0.2185384615384618,0.004176925170668789,0.007322438898496666,0.017441088750843072,0.04977076718044603,0.3160833333333337,bearing_ball_H_speed_circulation_40Nm_2000rpm_250707143905,bearing_ball_h,speed_circulation_40Nm_2000rpm,False,BSF,4
0.011148066026114806,0.0008541158419888266,0.002067405709211419,0.004920434182402272,0.010280811666408566,0.4292892338014287,0.0020298045653974984,0.0038641139572351416,0.007589573980378526,0.012686670571457875,0.05172949002217209,0.0076068275264236564,0.00982663998382339,0.01579516911081505,0.03347265387539539,0.28196969696969676,0.001438213324086249,0.0029956629823088632,0.005682863808470722,0.009163845738508137,0.07926829268292668,0.01110930688647864,0.01427873169001733,0.024547080924722034,0.13069997627108784,0.3570000000000002,0.0017419954524321396,0.003835757743292737,0.0075075872744361305,0.01664734320270173,0.31765853658536614,bearing_ball_H_speed_circulation_40Nm_3000rpm_250707144708,bearing_ball_h,speed_circulation_40Nm_3000rpm,False,BSF,4
0.030776515151515152,0.04675355368817991,0.051626487474260435,0.06877597910357894,0.09441297446223024,0.021060606060605558,0.013069522197767653,0.016019051282958646,0.019835229603014946,0.02975756189855246,0.04543560606060559,0.008252183302780495,0.00996889507471084,0.02081805248027032,0.05254188178363188,0.20643939393939403,0.004950685984535885,0.00784991049634805,0.019246118291097174,0.038181540707006634,0.21212121212121238,0.015112765190949229,0.023371634421758748,0.0365794648781101,0.08473409223608616,0.3570000000000002,0.0026556293177682037,0.016733799280161634,0.02372680776246423,0.05733879541326696,0.12025000000000041,bearing_ball_H_torque_circulation_20Nm_1000rpm_250707135802d,bearing_ball_h,torque_circulation_20Nm_1000rpm,False,BSF,6
0.015151515151515152,0.0031094187460778827,0.004307666756698255,0.007067745230980401,0.015547117781270488,0.2668181818181816,0.0011640778046811732,0.0016222927222268343,0.0034304250188413516,0.004658500907836481,0.10939393939393938,0.003944897842651989,0.005512756792148561,0.016107744392315104,0.028066872669406086,0.19106060606060593,0.0007396470462284813,0.0014980909250300208,0.0045327249982657115,0.010555404521048233,0.2693939393939395,0.004058681357360165,0.012959148208060992,0.022520423057117364,0.08464037400285442,0.3570000000000002,0.002456632146710286,0.006089764983380028,0.009591876106911701,0.018999227694880987,0.19509090909090876,bearing_ball_H_torque_circulation_20Nm_2000rpm_250707140027d,bearing_ball_h,torque_circulation_20Nm_2000rpm,False,BSF,6
0.010101010101010102,0.0006028565006188988,0.0012558829528145317,0.00248385769712272,0.0063676950178299645,0.35944444444444423,0.004022515819246536,0.01320407224316443,0.029843686988322446,0.04649341123027058,0.10272727272727167,0.0015250786175761157,0.004251263372345463,0.007815356525722801,0.016415056686292215,0.28196969696969676,0.00542391535787365,0.006805680381175754,0.013887191452404872,0.01815752303705765,0.058888888888888324,0.0038629448359534108,0.006361382853276243,0.011229805109572109,0.032634865429156376,0.3570000000000002,0.000622087418879204,0.001486193518632016,0.0031638268356735024,0.008670589223547999,0.32006060606060593,bearing_ball_H_torque_circulation_20Nm_3000rpm_250707140229d,bearing_ball_h,torque_circulation_20Nm_3000rpm,False,BSF,6
0.03125,0.042407340226346554,0.04946691134552732,0.07024151626741251,0.08594843636810348,0.040000000000000036,0.012341218109216172,0.013679667444940341,0.019716672902789563,0.02910179838541934,0.04875000000000007,0.018911505653704246,0.021447716906133164,0.03569646164928002,0.06517723285664218,0.040000000000000036,0.007033523010084836,0.008730673841781077,0.026877672928316346,0.04110149497956941,0.20124999999999993,0.0064149964934191,0.008940375914377643,0.024207621652552254,0.06736184754956183,0.3570000000000002,0.0033418002285443985,0.018122209864375016,0.02886941041370214,0.059589025918868915,0.11412499999999959,bearing_ball_H_torque_circulation_40Nm_1000rpm_250707140440d,bearing_ball_h,torque_circulation_40Nm_1000rpm,False,BSF,6
